FAOcode,Area,Units,Country,Year,Catch,scientificname,English_name,Family,Order.or.higher.taxa,kingdom,phylum,class,order,family,genus,AphiaID
BXD,27.9.a,TLW,ES,2007,102.7,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2006,78.1,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
CLJ,27.8.c,TLW,ES,2022,12.9,Ruditapes philippinarum,Japanese carpet shell,VENERIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,231750
CLJ,27.8.c,TLW,ES,2021,13.68,Ruditapes philippinarum,Japanese carpet shell,VENERIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,231750
CLJ,27.8.c,TLW,ES,2020,10.6,Ruditapes philippinarum,Japanese carpet shell,VENERIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,231750
CLJ,27.9.a,TLW,ES,2022,409.5,Ruditapes philippinarum,Japanese carpet shell,VENERIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,231750
CLJ,27.9.a,TLW,ES,2021,259.89,Ruditapes philippinarum,Japanese carpet shell,VENERIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,231750
CLJ,27.9.a,TLW,ES,2020,811.52,Ruditapes philippinarum,Japanese carpet shell,VENERIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,231750
COC,27.8.c,TLW,ES,2022,14.06,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2021,3.66,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2020,14.31,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2019,15.64,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2018,42.36,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2017,247.49,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2016,233.79,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2015,224.71,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2014,186.79,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2013,89.79,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2012,250.4,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2011,309.17,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2010,372.1,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2009,291.4,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2008,75,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2007,30.8,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.8.c,TLW,ES,2006,48.3,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2022,1198.3,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2021,619.03,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2020,684.13,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2019,1994.48,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2018,1472.99,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2017,2593.18,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2016,1325.03,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2015,2185.47,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2014,1008.13,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2013,1555.17,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2012,2027.29,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2011,3299.56,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2010,3356.7,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2009,2977.6,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2008,2685,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2007,2698.2,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COC,27.9.a,TLW,ES,2006,1360.2,Cerastoderma edule,Common edible cockle,CARDIIDAE,BIVALVIA,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,138998
COE,27.8.c,TLW,ES,2022,773.57,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2021,949.92,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2020,857.51,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2019,867.25,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2018,1021.96,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2017,1144.98,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2016,1221.33,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2015,1296.35,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2014,1291.3,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2013,1664.88,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2012,1892.36,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2011,1872.25,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2010,1167.2,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2009,1205,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2008,923,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2007,609.2,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.8.c,TLW,ES,2006,921.6,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2022,515.74,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2021,558.16,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2020,569.01,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2019,475.53,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2018,538.32,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2017,705.42,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2016,528.62,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2015,695.8,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2014,615.43,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2013,628.52,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2012,721.78,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2011,662.92,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2010,585.3,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2009,630.7,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2008,1618,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2007,1992.3,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
COE,27.9.a,TLW,ES,2006,1377,Conger conger,European conger,CONGRIDAE,ANGUILLIFORMES,Animalia,Chordata,Teleostei,Anguilliformes,Congridae,Conger,126285
CPR,27.8.c,TLW,ES,2022,16.57,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2021,15.44,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2020,22.77,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2019,17.53,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2018,14.29,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2017,23.9,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2016,20.58,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2015,15.79,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2014,21.7,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2013,10.71,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2012,13.32,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2011,18.98,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2010,17.1,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2009,15.6,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2008,15,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2007,12.5,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.8.c,TLW,ES,2006,16.4,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2022,60.44,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2021,51.88,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2020,53.9,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2019,72.02,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2018,49.7,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2017,48.65,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2016,54.36,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2015,57.22,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2014,50.01,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2013,37.36,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2012,54.41,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2011,72.3,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2010,70.4,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2009,68.3,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2008,66,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2007,56,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CPR,27.9.a,TLW,ES,2006,52.3,Palaemon serratus,Common prawn,PALAEMONIDAE,DECAPODA (PLEOCYEMATA) CARIDEA,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,107616
CTC,27.8.c,TLW,ES,2022,94.91,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2021,116.18,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2020,90.69,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2019,100.2,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2018,93.53,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2017,94.86,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2016,192.34,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2015,118.05,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2014,91.25,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2013,171.57,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2012,147.16,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2011,152.02,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2010,149.7,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2009,110.9,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2008,102,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2007,103.5,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.8.c,TLW,ES,2006,83.9,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.9.a,TLW,ES,2022,1062.68,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.9.a,TLW,ES,2021,895.63,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.9.a,TLW,ES,2020,1219.69,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.9.a,TLW,ES,2019,1210.9,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.9.a,TLW,ES,2018,939.22,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
CTC,27.9.a,TLW,ES,2017,835.75,Sepia officinalis,Common cuttlefish,SEPIIDAE,CEPHALOPODA (CUTTLEFISHES),Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,141444
